run,draft_model_name,max_budget,gen_rate,speed,draft_iters,iters,input_0,input_1,mem_use,min_CLP,min_log_prob,new_tokens,prompt_len,t0,t1,tft,tree_h,tree_size,tree_w
385,Qwen/Qwen2.5-0.5B,2048,8.0,0.87,30.8,4,6226,2049,46.21,-8.7,,32,217,3.0625,6.1575,8.427,11.2,2048,404
385,Qwen/Qwen2.5-1.5B,16,3.4,3.88,6.8,10,36,17,41.29,-3.76,,34,217,0.589,0.288,1.4428,5.8,16,6
385,Qwen/Qwen2.5-1.5B,32,5.5,5.43,8.5,6,78,33,41.38,-4.06,,33,217,0.7133,0.2967,1.54,7.5,32,8
385,Qwen/Qwen2.5-1.5B,64,7.2,5.84,9.8,5,162,65,41.58,-4.74,,36,217,0.902,0.33,1.8161,8.8,64,12
385,Qwen/Qwen2.5-1.5B,128,5.0,2.5,12.2,5,337,129,41.95,-5.64,,25,217,1.368,0.632,2.313,11.2,128,29
385,Qwen/Qwen2.5-1.5B,256,6.6,2.55,13.6,5,614,257,42.71,-6.19,,33,217,1.72,0.874,3.1287,12.2,256,56
385,Qwen/Qwen2.5-1.5B,512,4.0,1.49,8.9,7,993,513,44.22,-8.56,,28,217,1.2771,1.41,2.6944,6.9,512,260
385,Qwen/Qwen2.5-1.5B,1024,8.2,1.1,29.4,5,3748,1025,47.25,-7.78,,41,217,5.06,2.372,6.9839,21.2,1024,140
385,Qwen/Qwen2.5-1.5B,2048,8.8,0.66,32.0,4,6685,2049,53.3,-8.48,,35,217,7.0825,6.1125,12.5685,11.8,2048,378
385,Qwen/Qwen2.5-3B,16,4.6,3.3,8.4,7,40,17,44.67,-3.44,,32,217,1.1014,0.2857,2.0108,7.4,16,4
385,Qwen/Qwen2.5-3B,32,4.9,3.26,8.3,7,90,33,44.76,-4.18,,34,217,1.1871,0.3029,2.2791,7.3,32,9
385,Qwen/Qwen2.5-3B,64,8.8,4.22,11.5,4,181,65,44.95,-4.95,,35,217,1.745,0.3275,2.8044,10.5,64,11
385,Qwen/Qwen2.5-3B,128,6.8,2.32,12.0,5,325,129,45.33,-5.36,,34,217,2.292,0.64,3.546,11.0,128,23
385,Qwen/Qwen2.5-3B,256,6.8,1.66,13.2,5,717,257,46.09,-6.12,,34,217,3.234,0.87,4.6717,12.2,256,45
385,Qwen/Qwen2.5-3B,512,7.3,1.38,13.8,6,1430,513,47.58,-7.8,,44,217,3.925,1.3967,3.7339,10.7,512,172
385,Qwen/Qwen2.5-3B,1024,9.5,1.01,23.0,2,2975,1025,50.64,-7.67,,19,217,6.975,2.4,10.8968,16.0,1024,183
386,Qwen/Qwen2.5-0.5B,16,3.1,4.4,5.8,11,34,17,35.95,-3.38,,34,501,0.3955,0.3045,2.1013,4.8,16,6
386,Qwen/Qwen2.5-0.5B,32,4.5,5.28,7.9,8,89,33,36.05,-3.97,,36,501,0.54,0.3125,2.1783,6.9,32,9
386,Qwen/Qwen2.5-0.5B,64,6.0,4.89,12.3,6,187,65,36.23,-4.82,,36,501,0.8517,0.3733,2.4755,11.3,64,15
386,Qwen/Qwen2.5-0.5B,128,6.4,4.26,11.8,5,359,129,36.59,-5.43,,32,501,0.85,0.654,2.6292,10.8,128,24
386,Qwen/Qwen2.5-0.5B,256,7.4,3.54,15.8,5,759,257,37.33,-6.23,,37,501,1.188,0.906,3.089,14.4,256,46
386,Qwen/Qwen2.5-0.5B,512,5.7,2.15,15.1,7,1419,513,38.83,-7.71,,40,501,1.2071,1.4443,2.4551,12.3,512,163
386,Qwen/Qwen2.5-0.5B,1024,8.0,1.74,25.2,4,3891,1025,41.84,-7.63,,32,501,2.13,2.4775,5.7842,16.5,1024,200
386,Qwen/Qwen2.5-0.5B,2048,9.2,1.01,32.0,4,7374,2049,47.88,-8.43,,37,501,3.105,6.045,9.5951,11.2,2048,325
386,Qwen/Qwen2.5-1.5B,16,4.6,4.81,7.9,7,40,17,43.01,-2.89,,32,501,0.6614,0.2886,2.5829,6.9,16,4
386,Qwen/Qwen2.5-1.5B,32,7.0,6.3,9.6,5,96,33,43.1,-3.95,,35,501,0.808,0.302,2.7463,8.6,32,7
386,Qwen/Qwen2.5-1.5B,64,4.8,4.04,9.2,8,157,65,43.29,-4.52,,38,501,0.8438,0.335,2.8344,8.2,64,15
386,Qwen/Qwen2.5-1.5B,128,6.3,3.06,12.7,6,325,129,43.66,-5.22,,38,501,1.4217,0.6517,3.5282,11.7,128,27
386,Qwen/Qwen2.5-1.5B,256,8.0,2.61,16.6,5,851,257,44.4,-5.95,,40,501,2.182,0.886,4.2906,15.2,256,38
386,Qwen/Qwen2.5-1.5B,512,5.8,1.92,10.0,6,1289,513,45.89,-8.81,,35,501,1.605,1.4333,3.3354,7.5,512,235
386,Qwen/Qwen2.5-1.5B,1024,8.0,1.09,28.6,5,4130,1025,48.93,-7.34,,40,501,4.978,2.348,9.0191,20.0,1024,135
386,Qwen/Qwen2.5-1.5B,2048,8.2,0.63,32.0,4,7674,2049,54.97,-8.5,,33,501,7.18,5.8225,13.9716,10.2,2048,341
386,Qwen/Qwen2.5-3B,16,7.0,5.24,8.0,5,43,17,46.35,-3.09,,35,501,1.048,0.286,3.7143,7.0,16,4
386,Qwen/Qwen2.5-3B,32,5.5,3.58,8.8,6,95,33,46.44,-3.85,,33,501,1.2267,0.3083,4.0428,7.8,32,8
386,Qwen/Qwen2.5-3B,64,8.6,3.86,12.6,5,195,65,46.63,-4.47,,43,501,1.896,0.332,4.4694,11.6,64,11
386,Qwen/Qwen2.5-3B,128,7.4,2.31,12.2,5,355,129,47.01,-5.07,,37,501,2.55,0.648,5.4167,11.2,128,23
386,Qwen/Qwen2.5-3B,256,9.5,2.04,15.0,4,794,257,47.77,-5.88,,38,501,3.7775,0.885,6.3296,13.8,256,41
386,Qwen/Qwen2.5-3B,512,6.5,1.22,13.3,6,1487,513,49.27,-8.33,,39,501,3.9,1.425,4.6027,10.3,512,192
386,Qwen/Qwen2.5-3B,1024,10.2,0.91,26.2,4,4066,1025,52.32,-7.36,,41,501,8.8075,2.415,14.1855,16.8,1024,141
387,Qwen/Qwen2.5-0.5B,16,3.2,4.59,5.1,10,33,17,34.72,-3.85,,32,297,0.356,0.34,1.4162,4.1,16,7
387,Qwen/Qwen2.5-0.5B,32,2.9,3.94,6.0,11,67,33,34.81,-4.46,,32,297,0.4164,0.3236,1.5359,5.0,32,12
387,Qwen/Qwen2.5-0.5B,64,5.1,5.58,7.9,7,146,65,35.0,-5.13,,36,297,0.5571,0.3643,1.6232,6.9,64,19
387,Qwen/Qwen2.5-0.5B,128,4.6,3.48,9.1,8,252,129,35.38,-5.77,,37,297,0.6613,0.6663,1.9441,8.1,128,36
387,Qwen/Qwen2.5-0.5B,256,5.7,3.43,10.0,6,553,257,36.16,-6.58,,34,297,0.765,0.8817,2.2966,8.8,256,64
387,Qwen/Qwen2.5-0.5B,512,4.0,2.07,6.0,8,915,513,37.65,-8.48,,32,297,0.5138,1.42,2.3474,3.9,512,266
387,Qwen/Qwen2.5-0.5B,1024,6.4,1.59,18.0,5,2879,1025,40.64,-8.15,,32,297,1.574,2.452,4.679,10.4,1024,253
387,Qwen/Qwen2.5-0.5B,2048,5.0,0.55,29.9,7,6194,2049,46.68,-8.92,,35,297,2.9686,6.18,8.2999,11.0,2048,510
387,Qwen/Qwen2.5-1.5B,16,4.0,5.3,5.2,8,35,17,41.76,-3.6,,32,297,0.4638,0.29,1.5396,4.2,16,6
387,Qwen/Qwen2.5-1.5B,32,4.7,5.25,6.7,7,82,33,41.86,-4.32,,33,297,0.5929,0.3029,1.6183,5.7,32,11
387,Qwen/Qwen2.5-1.5B,64,4.6,4.35,7.9,7,130,65,42.05,-4.89,,32,297,0.7229,0.3286,1.9051,6.9,64,19
387,Qwen/Qwen2.5-1.5B,128,4.7,2.74,9.1,7,293,129,42.42,-5.67,,33,297,1.0757,0.6471,2.3408,8.1,128,34
387,Qwen/Qwen2.5-1.5B,256,4.4,1.86,11.2,8,563,257,43.22,-6.49,,35,297,1.48,0.8762,2.9611,9.6,256,70
387,Qwen/Qwen2.5-1.5B,512,4.0,1.73,5.3,9,956,513,44.69,-8.48,,36,297,0.8889,1.42,2.9974,3.4,512,276
387,Qwen/Qwen2.5-1.5B,1024,5.7,0.96,19.2,6,3100,1025,47.72,-7.81,,34,297,3.525,2.3617,7.4259,11.5,1024,213
387,Qwen/Qwen2.5-1.5B,2048,9.0,0.68,32.0,4,7414,2049,53.78,-8.75,,36,297,7.07,6.145,12.0621,11.2,2048,383
387,Qwen/Qwen2.5-3B,16,3.3,2.96,6.2,11,35,17,45.14,-3.38,,36,297,0.8236,0.2818,2.4731,5.2,16,5
387,Qwen/Qwen2.5-3B,32,4.1,3.42,6.2,8,81,33,45.23,-4.16,,33,297,0.9037,0.3063,2.8057,5.2,32,11
387,Qwen/Qwen2.5-3B,64,4.6,2.81,8.1,8,149,65,45.42,-4.89,,37,297,1.3087,0.335,2.9934,7.1,64,19
387,Qwen/Qwen2.5-3B,128,4.4,1.77,8.4,8,277,129,45.8,-5.69,,35,297,1.8188,0.65,3.7254,7.4,128,37
387,Qwen/Qwen2.5-3B,256,7.0,1.74,12.6,5,692,257,46.56,-6.29,,35,297,3.14,0.882,4.9661,11.2,256,58
387,Qwen/Qwen2.5-3B,512,3.7,1.26,5.0,9,824,513,48.06,-9.1,,33,297,1.5056,1.4089,4.211,3.0,512,306
387,Qwen/Qwen2.5-3B,1024,6.4,0.71,19.4,5,2886,1025,51.11,-7.85,,32,297,6.546,2.406,11.4133,11.4,1024,197
388,Qwen/Qwen2.5-0.5B,16,4.0,4.84,7.2,8,38,17,35.14,-3.45,,32,369,0.495,0.3312,1.4726,6.2,16,5
388,Qwen/Qwen2.5-0.5B,32,6.5,6.4,10.0,6,99,33,35.24,-4.07,,39,369,0.6817,0.3333,1.532,9.0,32,8
388,Qwen/Qwen2.5-0.5B,64,6.8,6.64,9.4,5,147,65,35.42,-4.68,,34,369,0.656,0.368,1.8323,8.4,64,14
388,Qwen/Qwen2.5-0.5B,128,7.6,4.9,12.0,5,331,129,35.8,-5.35,,38,369,0.868,0.68,2.0669,11.0,128,24
388,Qwen/Qwen2.5-0.5B,256,6.3,3.14,15.0,6,765,257,36.57,-6.28,,38,369,1.1317,0.8867,2.4527,13.7,256,47
388,Qwen/Qwen2.5-0.5B,512,6.4,2.58,13.0,5,1425,513,38.06,-7.48,,32,369,1.052,1.428,2.4659,10.2,512,176
388,Qwen/Qwen2.5-0.5B,1024,8.5,1.83,25.0,4,4031,1025,41.07,-7.65,,34,369,2.1875,2.4625,5.3067,15.5,1024,169
388,Qwen/Qwen2.5-0.5B,2048,7.8,0.84,32.0,5,6647,2049,47.1,-8.39,,39,369,3.138,6.194,8.8648,12.8,2048,404
388,Qwen/Qwen2.5-1.5B,16,4.4,4.68,7.6,8,42,17,42.19,-3.52,,35,369,0.6462,0.2925,2.0317,6.6,16,5
388,Qwen/Qwen2.5-1.5B,32,5.0,4.73,8.7,7,97,33,42.28,-3.95,,35,369,0.7514,0.3086,2.3819,7.7,32,8
388,Qwen/Qwen2.5-1.5B,64,5.7,4.19,11.3,6,188,65,42.47,-4.57,,34,369,1.02,0.3333,2.6753,10.3,64,13
388,Qwen/Qwen2.5-1.5B,128,10.7,5.06,13.0,3,352,129,42.85,-5.29,,32,369,1.4567,0.65,3.0691,12.0,128,23
388,Qwen/Qwen2.5-1.5B,256,8.2,2.79,14.5,4,803,257,43.64,-6.09,,33,369,2.08,0.875,3.8496,13.5,256,37
388,Qwen/Qwen2.5-1.5B,512,8.5,2.12,16.0,4,1672,513,45.11,-7.21,,34,369,2.5825,1.4275,3.2284,12.2,512,151
388,Qwen/Qwen2.5-1.5B,1024,10.7,1.39,29.0,3,4370,1025,48.15,-7.54,,32,369,5.3167,2.3733,8.4022,18.3,1024,147
388,Qwen/Qwen2.5-1.5B,2048,10.2,0.77,32.0,4,8364,2049,54.2,-8.82,,41,369,7.21,6.1725,13.0732,9.5,2048,388
388,Qwen/Qwen2.5-3B,16,5.3,4.02,7.8,6,40,17,45.57,-3.18,,32,369,1.0383,0.29,3.0025,6.8,16,3
388,Qwen/Qwen2.5-3B,32,5.0,3.23,8.7,7,91,33,45.66,-3.84,,35,369,1.2386,0.3071,3.2426,7.7,32,7
388,Qwen/Qwen2.5-3B,64,6.4,3.19,11.2,5,180,65,45.85,-4.45,,32,369,1.672,0.332,3.9057,10.2,64,13
388,Qwen/Qwen2.5-3B,128,14.0,3.92,15.0,3,377,129,46.23,-5.18,,42,369,2.9233,0.65,4.9083,14.0,128,18
388,Qwen/Qwen2.5-3B,256,11.3,2.23,17.0,3,814,257,46.99,-6.09,,34,369,4.19,0.8867,6.48,15.7,256,47
388,Qwen/Qwen2.5-3B,512,5.0,1.28,8.3,7,1097,513,48.49,-11.65,,35,369,2.4814,1.4114,4.5212,5.9,512,247
388,Qwen/Qwen2.5-3B,1024,12.3,1.06,28.0,3,4014,1025,51.54,-7.33,,37,369,9.23,2.4233,13.4149,19.0,1024,136
389,Qwen/Qwen2.5-0.5B,16,10.2,9.27,11.5,4,39,17,33.72,-4.0,,41,127,0.7775,0.33,0.8199,10.5,16,4
389,Qwen/Qwen2.5-0.5B,32,3.8,4.5,6.9,9,73,33,33.81,-4.55,,34,127,0.4778,0.36,0.9632,5.9,32,12
389,Qwen/Qwen2.5-0.5B,64,3.6,4.2,6.7,9,104,65,34.0,-5.56,,32,127,0.4733,0.3722,0.9898,5.7,64,25
389,Qwen/Qwen2.5-0.5B,128,4.7,3.97,7.3,7,218,129,34.38,-6.12,,33,127,0.5357,0.6529,1.2008,6.3,128,44
389,Qwen/Qwen2.5-0.5B,256,4.6,2.9,9.1,7,522,257,35.13,-6.86,,32,127,0.7071,0.8714,1.5722,8.1,256,76
389,Qwen/Qwen2.5-0.5B,512,7.6,3.61,8.6,7,915,513,36.64,-9.49,,53,127,0.68,1.4143,1.8181,6.9,512,270
389,Qwen/Qwen2.5-0.5B,1024,17.0,3.74,25.5,2,3003,1025,39.65,-8.72,,34,127,2.105,2.44,3.6277,19.5,1024,203
389,Qwen/Qwen2.5-0.5B,2048,8.0,0.87,32.0,2,4732,2049,45.69,-9.34,,16,127,3.035,6.16,7.8655,16.0,2048,629
389,Qwen/Qwen2.5-1.5B,16,17.0,10.25,17.0,2,60,17,40.76,-3.07,,34,127,1.37,0.285,1.0287,16.0,16,1
389,Qwen/Qwen2.5-1.5B,32,4.6,5.15,6.9,7,79,33,40.85,-4.34,,32,127,0.5943,0.2929,1.2018,5.9,32,11
389,Qwen/Qwen2.5-1.5B,64,4.4,4.21,7.8,8,130,65,41.04,-4.97,,35,127,0.7188,0.3212,1.3826,6.8,64,17
389,Qwen/Qwen2.5-1.5B,128,6.8,3.75,10.2,5,300,129,41.42,-5.63,,34,127,1.182,0.632,1.6643,9.2,128,33
389,Qwen/Qwen2.5-1.5B,256,6.4,2.63,12.2,5,599,257,42.17,-6.35,,32,127,1.564,0.868,2.6758,11.0,256,64
389,Qwen/Qwen2.5-1.5B,512,4.5,1.74,6.9,8,1135,513,43.7,-9.52,,36,127,1.1725,1.41,2.3085,4.9,512,262
389,Qwen/Qwen2.5-1.5B,1024,25.5,3.08,32.0,2,4506,1025,46.72,-9.11,,51,127,5.945,2.34,6.6091,24.5,1024,91
389,Qwen/Qwen2.5-1.5B,2048,12.3,0.93,32.0,3,6811,2049,52.77,-12.28,,37,127,7.2267,6.1033,11.5862,11.3,2048,314
389,Qwen/Qwen2.5-3B,16,17.0,6.96,17.0,2,59,17,44.13,-2.82,,34,127,2.16,0.285,1.2737,16.0,16,1
389,Qwen/Qwen2.5-3B,32,5.5,3.99,7.8,6,77,33,44.23,-4.31,,33,127,1.0833,0.2967,1.4214,6.8,32,11
389,Qwen/Qwen2.5-3B,64,3.2,2.4,6.5,10,110,65,44.42,-5.2,,32,127,1.004,0.325,1.5194,5.5,64,24
389,Qwen/Qwen2.5-3B,128,5.7,2.23,8.7,6,298,129,44.79,-5.76,,34,127,1.905,0.6383,2.1844,7.7,128,34
389,Qwen/Qwen2.5-3B,256,5.3,1.55,10.8,6,575,257,45.55,-6.63,,32,127,2.5783,0.8683,3.1855,9.7,256,65
389,Qwen/Qwen2.5-3B,512,7.5,1.99,8.5,8,1023,513,47.05,-10.79,,60,127,2.375,1.3963,3.0948,6.5,512,248
389,Qwen/Qwen2.5-3B,1024,26.5,2.01,32.0,2,3863,1025,50.11,-9.02,,53,127,10.785,2.4,10.0558,25.5,1024,73
390,Qwen/Qwen2.5-0.5B,16,6.0,6.42,9.3,6,41,17,38.42,-3.11,,36,925,0.6217,0.3133,3.3345,8.3,16,4
390,Qwen/Qwen2.5-0.5B,32,8.2,6.32,14.5,4,106,33,38.51,-4.12,,33,925,0.97,0.3375,3.5319,13.5,32,5
390,Qwen/Qwen2.5-0.5B,64,8.0,5.37,16.8,4,188,65,38.7,-4.83,,32,925,1.13,0.3625,3.7962,15.8,64,11
390,Qwen/Qwen2.5-0.5B,128,5.3,2.64,19.3,6,342,129,39.07,-5.22,,32,925,1.3283,0.685,3.8805,18.5,128,20
390,Qwen/Qwen2.5-0.5B,256,6.6,2.4,25.8,5,811,257,39.82,-6.17,,33,925,1.83,0.92,4.8753,24.6,256,41
390,Qwen/Qwen2.5-0.5B,512,6.4,2.07,21.8,5,1511,513,41.32,-8.1,,32,925,1.63,1.466,3.9904,18.6,512,128
390,Qwen/Qwen2.5-0.5B,1024,8.8,1.77,29.2,4,3842,1025,44.34,-7.69,,35,925,2.4175,2.53,7.494,21.5,1024,166
390,Qwen/Qwen2.5-0.5B,2048,7.2,0.77,32.0,5,6220,2049,50.37,-8.67,,36,925,3.138,6.174,11.4008,12.2,2048,348
390,Qwen/Qwen2.5-1.5B,16,5.5,5.47,8.3,6,41,17,45.48,-3.32,,33,925,0.7017,0.3083,3.7528,7.3,16,4
390,Qwen/Qwen2.5-1.5B,32,5.0,3.53,13.3,7,104,33,45.57,-3.88,,35,925,1.0871,0.3286,3.9358,12.3,32,6
390,Qwen/Qwen2.5-1.5B,64,5.5,3.91,12.2,6,161,65,45.76,-4.67,,33,925,1.0633,0.3433,4.3884,11.2,64,12
390,Qwen/Qwen2.5-1.5B,128,8.0,3.64,14.0,4,330,129,46.14,-5.51,,32,925,1.535,0.66,4.7269,13.0,128,27
390,Qwen/Qwen2.5-1.5B,256,8.2,2.51,18.8,4,822,257,46.9,-5.84,,33,925,2.375,0.91,5.5513,17.2,256,38
390,Qwen/Qwen2.5-1.5B,512,4.7,1.69,9.0,7,1010,513,48.39,-9.18,,33,925,1.3186,1.4729,5.2988,7.0,512,258
390,Qwen/Qwen2.5-1.5B,1024,8.5,1.24,24.2,4,3621,1025,51.44,-8.62,,34,925,4.35,2.4975,10.3991,17.0,1024,273
390,Qwen/Qwen2.5-3B,16,5.1,3.68,8.1,7,46,17,48.86,-2.97,,36,925,1.0943,0.3014,6.4119,7.1,16,4
390,Qwen/Qwen2.5-3B,32,10.7,4.58,14.7,3,119,33,48.96,-3.94,,32,925,1.9967,0.33,6.8976,13.7,32,5
390,Qwen/Qwen2.5-3B,64,13.7,4.64,17.0,3,235,65,49.15,-4.8,,41,925,2.5933,0.35,7.3247,16.0,64,8
390,Qwen/Qwen2.5-3B,128,13.7,3.35,18.7,3,443,129,49.53,-5.16,,41,925,3.4167,0.66,8.6608,17.7,128,18
390,Qwen/Qwen2.5-3B,256,8.5,1.61,18.2,4,846,257,50.29,-5.95,,34,925,4.375,0.91,10.3356,17.0,256,40
390,Qwen/Qwen2.5-3B,512,9.2,1.29,22.0,4,1688,513,51.79,-7.4,,37,925,5.7025,1.4525,7.156,19.2,512,125
390,Qwen/Qwen2.5-3B,1024,15.0,1.03,32.0,3,5361,1025,54.84,-7.59,,45,925,12.0733,2.4967,17.5793,20.0,1024,106
391,Qwen/Qwen2.5-0.5B,16,6.4,7.38,8.0,5,41,17,34.85,-3.35,,32,319,0.54,0.326,1.262,7.0,16,4
391,Qwen/Qwen2.5-0.5B,32,4.8,5.35,8.2,8,91,33,34.94,-4.13,,38,319,0.5675,0.32,1.6601,7.2,32,8
391,Qwen/Qwen2.5-0.5B,64,5.3,5.4,8.8,6,149,65,35.13,-4.83,,32,319,0.6167,0.3683,1.8292,7.8,64,17
391,Qwen/Qwen2.5-0.5B,128,8.0,5.45,10.8,5,345,129,35.51,-5.54,,40,319,0.794,0.674,2.149,9.8,128,29
391,Qwen/Qwen2.5-0.5B,256,5.5,2.98,12.7,6,650,257,36.28,-6.51,,33,319,0.9567,0.8867,2.6477,11.7,256,55
391,Qwen/Qwen2.5-0.5B,512,4.2,2.16,6.2,8,970,513,37.77,-9.06,,34,319,0.54,1.425,2.3713,4.1,512,275
391,Qwen/Qwen2.5-0.5B,1024,9.8,2.14,24.0,4,3670,1025,40.78,-7.67,,39,319,2.085,2.4675,5.2246,15.5,1024,194
391,Qwen/Qwen2.5-0.5B,2048,7.2,0.77,32.0,5,7181,2049,46.81,-9.03,,36,319,3.182,6.192,8.632,11.4,2048,419
391,Qwen/Qwen2.5-1.5B,16,4.5,4.64,8.1,8,43,17,41.89,-2.88,,36,319,0.6813,0.2875,1.6098,7.1,16,3
391,Qwen/Qwen2.5-1.5B,32,5.7,4.46,11.7,6,105,33,41.99,-3.55,,34,319,0.9683,0.2983,1.7623,10.7,32,5
391,Qwen/Qwen2.5-1.5B,64,8.2,5.45,13.5,4,185,65,42.17,-4.49,,33,319,1.19,0.3275,2.3237,12.5,64,10
391,Qwen/Qwen2.5-1.5B,128,11.7,5.33,15.0,3,376,129,42.55,-5.11,,35,319,1.55,0.6433,3.1779,14.0,128,17
391,Qwen/Qwen2.5-1.5B,256,8.8,2.9,15.8,4,816,257,43.35,-5.99,,35,319,2.1425,0.8775,4.6085,14.5,256,39
391,Qwen/Qwen2.5-1.5B,512,8.4,2.17,14.6,5,1655,513,44.82,-8.89,,42,319,2.45,1.426,3.0382,11.6,512,169
391,Qwen/Qwen2.5-1.5B,1024,7.4,1.02,28.2,5,3673,1025,47.86,-7.72,,37,319,4.874,2.36,8.268,19.2,1024,154
391,Qwen/Qwen2.5-1.5B,2048,8.5,0.63,32.0,4,7851,2049,53.87,-9.55,,34,319,7.32,6.27,12.7801,9.8,2048,411
391,Qwen/Qwen2.5-3B,16,6.8,4.79,8.4,5,50,17,45.27,-3.17,,34,319,1.13,0.29,2.9526,7.4,16,3
391,Qwen/Qwen2.5-3B,32,8.0,4.92,9.2,4,104,33,45.36,-4.06,,32,319,1.325,0.3,3.4731,8.2,32,7
391,Qwen/Qwen2.5-3B,64,9.2,4.19,12.0,4,200,65,45.55,-4.46,,37,319,1.875,0.3325,3.9108,11.0,64,11
391,Qwen/Qwen2.5-3B,128,10.2,3.02,13.8,4,419,129,45.93,-5.38,,41,319,2.7475,0.6525,5.016,12.8,128,22
391,Qwen/Qwen2.5-3B,256,7.0,1.64,13.8,5,750,257,46.69,-5.96,,35,319,3.376,0.88,6.5633,12.4,256,45
391,Qwen/Qwen2.5-3B,512,5.4,1.42,8.0,7,1078,513,48.18,-8.88,,38,319,2.4257,1.4057,3.8427,5.7,512,225
391,Qwen/Qwen2.5-3B,1024,13.3,1.12,28.7,3,4216,1025,51.25,-7.35,,40,319,9.4833,2.42,13.8496,19.3,1024,120
392,Qwen/Qwen2.5-0.5B,16,6.3,5.81,11.0,6,50,17,34.71,-2.79,,38,296,0.74,0.35,1.2128,10.0,16,3
392,Qwen/Qwen2.5-0.5B,32,6.6,4.84,14.6,5,99,33,34.8,-3.94,,33,296,0.996,0.366,1.6872,13.6,32,6
392,Qwen/Qwen2.5-0.5B,64,11.3,8.52,14.0,3,177,65,34.99,-4.77,,34,296,0.96,0.3733,2.0064,13.0,64,14
392,Qwen/Qwen2.5-0.5B,128,7.2,3.6,18.6,5,363,129,35.37,-5.4,,36,296,1.31,0.686,2.4636,17.6,128,17
392,Qwen/Qwen2.5-0.5B,256,10.2,4.37,19.8,4,793,257,36.15,-6.21,,41,296,1.4525,0.8925,3.1378,18.8,256,32
392,Qwen/Qwen2.5-0.5B,512,6.3,3.02,8.3,7,967,513,37.64,-9.45,,44,296,0.6643,1.42,2.3253,6.1,512,277
392,Qwen/Qwen2.5-0.5B,1024,11.7,2.37,29.3,3,3768,1025,40.64,-7.62,,35,296,2.45,2.4633,5.5347,21.7,1024,130
392,Qwen/Qwen2.5-0.5B,2048,10.7,1.13,32.0,3,7969,2049,46.68,-9.23,,32,296,3.23,6.1867,8.6988,10.0,2048,400
392,Qwen/Qwen2.5-1.5B,16,8.2,6.58,12.0,4,54,17,41.76,-2.84,,33,296,0.965,0.2875,2.2111,11.0,16,3
392,Qwen/Qwen2.5-1.5B,32,7.2,5.36,12.6,5,105,33,41.85,-3.62,,36,296,1.042,0.302,2.7535,11.6,32,6
392,Qwen/Qwen2.5-1.5B,64,6.6,5.63,9.2,5,151,65,42.04,-4.85,,33,296,0.84,0.332,3.093,8.2,64,17
392,Qwen/Qwen2.5-1.5B,128,16.0,5.62,22.5,2,402,129,42.42,-5.1,,32,296,2.205,0.64,4.0109,21.5,128,19
392,Qwen/Qwen2.5-1.5B,256,12.2,3.47,21.8,4,895,257,43.21,-6.13,,49,296,2.65,0.88,4.7184,20.8,256,31
392,Qwen/Qwen2.5-1.5B,512,4.0,1.59,6.6,8,933,513,44.68,-9.5,,32,296,1.0888,1.4237,2.9774,4.6,512,265
392,Qwen/Qwen2.5-1.5B,1024,10.2,1.38,28.0,4,3952,1025,47.72,-7.65,,41,296,5.0475,2.355,8.2791,19.5,1024,128
392,Qwen/Qwen2.5-1.5B,2048,9.5,0.7,32.0,4,7952,2049,53.77,-9.55,,38,296,7.355,6.125,12.7871,9.8,2048,458
392,Qwen/Qwen2.5-3B,16,6.4,4.33,9.2,5,39,17,45.13,-3.32,,32,296,1.19,0.286,2.5924,8.2,16,4
392,Qwen/Qwen2.5-3B,32,8.0,3.94,12.8,4,113,33,45.23,-3.89,,32,296,1.7325,0.3,2.7625,11.8,32,6
392,Qwen/Qwen2.5-3B,64,4.5,2.4,10.5,4,149,65,45.42,-4.6,,18,296,1.54,0.3375,3.1255,9.5,64,13
392,Qwen/Qwen2.5-3B,128,14.7,3.24,21.7,3,443,129,45.79,-5.05,,44,296,3.87,0.6533,4.8155,20.7,128,17
392,Qwen/Qwen2.5-3B,256,11.3,2.47,16.7,3,688,257,46.55,-5.92,,34,296,3.7067,0.88,6.1854,15.7,256,35
392,Qwen/Qwen2.5-3B,512,5.8,1.53,9.5,6,985,513,48.05,-9.47,,35,296,2.3983,1.4067,4.1755,7.5,512,272
392,Qwen/Qwen2.5-3B,1024,12.0,0.97,32.0,3,4246,1025,51.11,-7.48,,36,296,9.9267,2.4,12.9797,24.3,1024,110
393,Qwen/Qwen2.5-0.5B,16,6.4,7.1,8.2,5,44,17,33.74,-3.08,,32,131,0.562,0.336,1.4406,7.2,16,4
393,Qwen/Qwen2.5-0.5B,32,5.8,6.41,7.8,6,83,33,33.84,-4.3,,35,131,0.5417,0.3683,1.4767,6.8,32,9
393,Qwen/Qwen2.5-0.5B,64,33.0,12.69,32.0,1,202,65,34.03,-4.63,,33,131,2.14,0.46,1.4982,32.0,64,7
393,Qwen/Qwen2.5-0.5B,128,10.0,6.1,13.2,4,402,129,34.4,-5.71,,40,131,0.98,0.6625,1.7317,12.2,128,27
393,Qwen/Qwen2.5-0.5B,256,8.2,4.38,13.0,5,757,257,35.15,-6.44,,41,131,0.998,0.87,2.0229,11.8,256,62
393,Qwen/Qwen2.5-0.5B,512,5.3,2.42,9.7,6,1106,513,36.66,-7.85,,32,131,0.7933,1.4083,1.9285,7.2,512,241
